Gender,Age,Height(cm),Weight(kg),Body_Fat(%),Fitness_Level,Weekly_Training,Training_Type,Supplement,Supplement_Type,Usage_Period(weeks),Usage_Frequency(times/week),Diet_Type,Weight_Change(kg),Body_Fat_Change(%),Performance_Improvement(%),Satisfaction(1-10)
Male,Under_25,180-190,82,13,Beginner,3-5_times,Endurance,BCAA,Whey_Based,8,6,Regular,-0.3,-0.6,2.8,8.6
Male,Under_25,180-190,94,24,Intermediate,3-5_times,Endurance,Creatine,Monohydrate,3,1,High_Protein,1.5,-0.1,9.3,10
Male,25-35,Above_190,89,17,Intermediate,Less_than_3,Endurance,Whey_Protein,Concentrate,4,7,Regular,1,-1,4.2,9.4
Male,25-35,180-190,88,21,Beginner,3-5_times,HIIT,Fish_Oil,Algae_DHA,6,1,High_Protein,0.1,-1.4,1.7,7.4
Female,25-35,180-190,88,23,Beginner,More_than_5,Strength_Training,Whey_Protein,Concentrate,8,5,Regular,4.2,-1.6,4.4,10
Male,25-35,180-190,87,17,Intermediate,Less_than_3,HIIT,Whey_Protein,Concentrate,3,4,Low_Carb,0.5,-0.8,3.5,9.5
Female,25-35,170-180,80,28,Beginner,3-5_times,Endurance,Creatine,Monohydrate,6,5,High_Protein,1,-0.2,8.1,10
Male,Under_25,170-180,70,16,Intermediate,3-5_times,Strength_Training,L_Carnitine,Liquid,5,1,Regular,0.2,-2.5,3.6,9.6
Male,25-35,160-170,51,23,Beginner,3-5_times,Strength_Training,Energy_Drink,Sugar,6,1,High_Protein,0.2,-0.1,3.3,7.9
Male,25-35,160-170,53,26,Beginner,More_than_5,Strength_Training,BCAA,Whey_Based,8,1,Regular,0.6,-0.2,4.2,8.2
Male,Over_35,160-170,66,24,Beginner,3-5_times,Strength_Training,Creatine,Monohydrate,8,5,Regular,3.8,0,10.3,10
Male,Under_25,170-180,64,18,Beginner,3-5_times,HIIT,Whey_Protein,Concentrate,3,6,Regular,0.5,-1.5,3.5,10
Male,Under_25,170-180,67,21,Beginner,3-5_times,Strength_Training,Fish_Oil,Deep_Sea,6,1,Regular,0.2,-0.8,0.9,8
Female,Under_25,160-170,58,22,Intermediate,Less_than_3,HIIT,Whey_Protein,Concentrate,6,5,Regular,0.6,-1.4,3.3,8.8
Male,Over_35,160-170,58,19,Beginner,More_than_5,Strength_Training,Creatine,Monohydrate,6,7,Regular,5.7,0,12.5,10
Female,Under_25,180-190,82,29,Advanced,3-5_times,Strength_Training,L_Carnitine,Liquid,4,6,Regular,0.1,-3.6,3.2,8.9
Male,Under_25,170-180,66,18,Advanced,3-5_times,Strength_Training,BCAA,Whey_Based,4,7,Regular,0.9,-0.5,7.3,9.8
Female,25-35,160-170,61,23,Beginner,3-5_times,Strength_Training,BCAA,Whey_Based,4,4,Low_Carb,0.4,-0.1,3.2,8
Male,Under_25,170-180,77,20,Intermediate,Less_than_3,Endurance,Creatine,Monohydrate,6,4,Low_Carb,0.6,-0.2,5.7,10
Female,Over_35,170-180,60,23,Advanced,Less_than_3,Flexibility,Fish_Oil,Deep_Sea,4,4,Regular,0.1,-0.8,0.9,6.3
Male,25-35,170-180,81,15,Intermediate,More_than_5,HIIT,Whey_Protein,Concentrate,5,4,Vegan,1.4,-2.1,6.3,10
Female,Over_35,170-180,75,31,Intermediate,3-5_times,Endurance,Whey_Protein,Concentrate,7,2,Regular,1.6,-1,5.2,9.9
Female,Under_25,180-190,89,18,Intermediate,Less_than_3,Strength_Training,Whey_Protein,Isolate,3,3,Regular,3.7,-1.3,5.4,10
Male,Under_25,170-180,81,16,Advanced,Less_than_3,Strength_Training,Pre_Workout,Regular,7,2,Low_Carb,0,0,9.8,10
Male,25-35,160-170,63,17,Intermediate,3-5_times,Endurance,BCAA,Whey_Based,8,6,Regular,-0.3,-0.5,5.1,9
Female,25-35,160-170,63,24,Intermediate,3-5_times,Endurance,BCAA,Whey_Based,5,2,High_Protein,-0.1,-0.4,5.5,7.9
Male,Over_35,180-190,79,19,Beginner,Less_than_3,Strength_Training,Creatine,Monohydrate,6,6,High_Protein,3.7,-0.1,6.4,10
Male,25-35,180-190,92,18,Beginner,More_than_5,Endurance,Creatine,Monohydrate,4,4,High_Protein,2.7,-0.3,8.4,10
Female,25-35,170-180,66,24,Beginner,3-5_times,Strength_Training,Pre_Workout,Regular,4,2,Regular,0.1,0.1,9,10
Male,Under_25,170-180,62,23,Beginner,Less_than_3,Strength_Training,Creatine,Monohydrate,6,3,Regular,2.3,0,6.1,10
Female,25-35,170-180,68,31,Intermediate,3-5_times,Strength_Training,Creatine,HCL,8,7,Low_Carb,3.2,0,8.9,10
Male,Under_25,170-180,60,23,Beginner,More_than_5,Strength_Training,BCAA,Whey_Based,6,3,Low_Carb,0.9,-0.2,3.7,8.1
Female,25-35,160-170,52,21,Intermediate,Less_than_3,Strength_Training,Creatine,HCL,4,1,Vegan,4.1,-0.2,9.5,10
Female,Over_35,170-180,83,33,Beginner,More_than_5,Strength_Training,BCAA,Whey_Based,5,2,High_Protein,1.3,-0.1,6.2,10
Male,Under_25,160-170,71,15,Beginner,More_than_5,Strength_Training,Creatine,Monohydrate,6,7,Regular,5.3,0,11.4,10
Male,25-35,160-170,57,25,Intermediate,3-5_times,Endurance,BCAA,Whey_Based,7,4,Regular,-0.1,-0.5,5.4,9.5
Female,Over_35,170-180,63,25,Beginner,More_than_5,HIIT,Pre_Workout,Regular,5,5,Vegan,-0.4,-0.2,11.8,10
Male,25-35,160-170,64,20,Beginner,Less_than_3,Endurance,Whey_Protein,Concentrate,6,5,Low_Carb,0.8,-0.3,2,8.6
Female,Over_35,170-180,71,32,Beginner,More_than_5,Endurance,Creatine,HCL,7,6,Regular,2.3,-0.2,6.9,10
Male,Under_25,170-180,68,16,Beginner,Less_than_3,Strength_Training,Pre_Workout,Regular,3,2,Low_Carb,0.2,0,5.5,10
Male,Under_25,170-180,77,20,Intermediate,3-5_times,Strength_Training,Creatine,Monohydrate,7,7,Regular,5.6,0,12.2,10
Male,25-35,180-190,75,25,Intermediate,3-5_times,Strength_Training,BCAA,Whey_Based,3,1,High_Protein,0.8,-0.3,5.6,9.7
Male,Over_35,170-180,68,28,Intermediate,3-5_times,Strength_Training,Energy_Drink,Sugar_Free,6,2,High_Protein,-0.1,-0.1,6.8,9.6
Female,Under_25,160-170,60,19,Beginner,More_than_5,Strength_Training,Whey_Protein,Isolate,5,5,Regular,3.9,-1.9,6.2,10
Male,25-35,160-170,51,18,Beginner,Less_than_3,Endurance,BCAA,Vegan,6,5,Regular,-0.3,-0.4,2.9,8.1
Female,Under_25,180-190,89,18,Intermediate,More_than_5,HIIT,BCAA,Whey_Based,6,6,High_Protein,-0.1,-0.6,8.8,10
Male,Under_25,170-180,74,19,Intermediate,Less_than_3,Strength_Training,Creatine,Monohydrate,3,4,Regular,3.9,0.1,5.7,10
Female,Under_25,170-180,70,24,Advanced,Less_than_3,Strength_Training,Creatine,Monohydrate,4,4,Vegan,5.4,-0.1,9.7,10
Female,25-35,170-180,73,30,Intermediate,3-5_times,Endurance,BCAA,Whey_Based,7,2,Regular,-0.7,-0.5,5.4,8.4
Male,Under_25,150-160,64,16,Intermediate,Less_than_3,Strength_Training,Pre_Workout,Caffeine_Free,5,3,Regular,0.5,0,8.1,10
Female,25-35,180-190,91,22,Advanced,More_than_5,HIIT,Creatine,HCL,7,7,Regular,4.6,-0.3,18.2,10
Male,Under_25,160-170,65,13,Beginner,3-5_times,HIIT,Multivitamin,Standard,4,5,Low_Carb,-0.2,-0.1,2.4,7.1
Female,Over_35,160-170,72,27,Intermediate,Less_than_3,Strength_Training,Pre_Workout,Regular,3,7,High_Protein,0.5,0.1,11.5,10
Male,25-35,170-180,82,27,Beginner,More_than_5,HIIT,Pre_Workout,Regular,3,6,Regular,-0.1,-0.4,11.9,10
Male,25-35,160-170,58,26,Beginner,More_than_5,HIIT,Pre_Workout,Regular,7,5,High_Protein,-0.3,-0.2,11.4,10
Male,Under_25,Above_190,88,20,Beginner,3-5_times,Endurance,Creatine,Monohydrate,7,4,High_Protein,1.4,-0.1,5.9,10
Female,Under_25,Above_190,106,18,Intermediate,3-5_times,Strength_Training,Creatine,HCL,3,6,Regular,5.1,0,11.6,10
Male,25-35,180-190,83,23,Beginner,More_than_5,Endurance,BCAA,Whey_Based,7,4,High_Protein,-0.3,-0.6,4.9,8.7
Female,Over_35,160-170,65,31,Intermediate,More_than_5,Strength_Training,Creatine,Monohydrate,4,7,High_Protein,9,-0.2,18.3,10
Male,25-35,170-180,73,22,Beginner,3-5_times,Endurance,Creatine,HCL,7,5,High_Protein,0.6,-0.3,8,10
Male,Over_35,160-170,62,28,Advanced,3-5_times,Strength_Training,Pre_Workout,Caffeine_Free,7,6,Low_Carb,0.1,-0.1,14.1,10
Male,25-35,160-170,59,25,Beginner,3-5_times,HIIT,Whey_Protein,Hydrolyzed,8,7,Low_Carb,1.3,-1.1,3.9,9.4
Female,Under_25,180-190,93,25,Intermediate,3-5_times,Strength_Training,Whey_Protein,Concentrate,5,2,Regular,3.5,-1.8,5.7,10
Female,Over_35,160-170,53,32,Advanced,3-5_times,Flexibility,Whey_Protein,Hydrolyzed,7,6,Low_Carb,2.2,-1.1,3.9,9.5
Male,Under_25,170-180,82,17,Intermediate,Less_than_3,Strength_Training,Pre_Workout,Regular,5,2,Regular,0.3,0,9.1,10
Female,25-35,170-180,70,27,Advanced,3-5_times,Endurance,Creatine,HCL,7,7,Regular,1.9,-0.2,10.3,10
Female,25-35,160-170,73,26,Beginner,3-5_times,Flexibility,BCAA,Whey_Based,7,5,High_Protein,0.4,-0.2,2.2,7.4
Male,25-35,170-180,68,16,Intermediate,3-5_times,Endurance,L_Carnitine,Capsule,7,6,Regular,-0.2,-3.7,7.2,10
Male,Under_25,170-180,83,23,Beginner,3-5_times,Endurance,Multivitamin,Standard,4,7,Vegan,-0.4,-0.2,3.1,6.4
Male,Under_25,150-160,49,12,Intermediate,3-5_times,HIIT,Pre_Workout,Regular,5,1,Low_Carb,-0.2,-0.3,13.1,10
Male,25-35,170-180,69,25,Intermediate,3-5_times,Strength_Training,BCAA,Whey_Based,6,6,Regular,0.2,-0.6,5.3,8.9
Female,Under_25,150-160,56,19,Intermediate,3-5_times,HIIT,Creatine,Monohydrate,6,3,High_Protein,2.8,-0.2,11.7,10
Male,Over_35,170-180,83,23,Intermediate,Less_than_3,HIIT,Whey_Protein,Concentrate,5,1,Regular,0.6,-1.2,4.2,10
Male,Over_35,160-170,70,21,Intermediate,More_than_5,HIIT,Energy_Drink,Sugar_Free,7,3,Regular,-0.2,0.1,8,9.3
Female,Under_25,180-190,88,18,Intermediate,3-5_times,HIIT,Pre_Workout,Caffeine_Free,8,2,High_Protein,-0.7,-0.2,12.6,10
Female,Under_25,170-180,66,22,Intermediate,3-5_times,Strength_Training,Whey_Protein,Isolate,6,5,Regular,5.3,-1.4,5.7,10
Female,Over_35,170-180,73,22,Beginner,Less_than_3,Strength_Training,L_Carnitine,Liquid,5,5,Regular,-0.2,-1.5,1.8,8.1
Male,25-35,160-170,74,24,Intermediate,Less_than_3,Strength_Training,Energy_Drink,Sugar,4,4,High_Protein,0.2,0,3.2,8.9
Male,Over_35,Above_190,85,27,Beginner,3-5_times,Endurance,BCAA,Whey_Based,8,6,Low_Carb,-0.2,-0.5,4,8.2
Male,25-35,160-170,57,27,Beginner,3-5_times,HIIT,BCAA,Whey_Based,3,5,Low_Carb,0.2,-0.3,5.1,8.8
Female,Under_25,160-170,72,29,Advanced,3-5_times,Strength_Training,BCAA,Whey_Based,6,1,Regular,0.9,-0.4,7.2,9.1
Male,Under_25,170-180,60,21,Beginner,Less_than_3,Flexibility,Whey_Protein,Hydrolyzed,3,4,Low_Carb,0.4,0,2,8.3
Male,Under_25,160-170,54,17,Intermediate,3-5_times,Endurance,Multivitamin,Standard,7,2,Regular,0.1,0,3.9,7.3
Male,Under_25,150-160,50,22,Intermediate,3-5_times,Strength_Training,Creatine,Monohydrate,8,5,High_Protein,6.1,0.1,13.6,10
Female,Under_25,160-170,60,19,Beginner,Less_than_3,Endurance,Creatine,Monohydrate,6,7,High_Protein,1,-0.2,4.2,10
Female,Under_25,160-170,54,23,Advanced,3-5_times,Strength_Training,Creatine,HCL,4,6,High_Protein,9.7,0.1,19.3,10
Male,Over_35,160-170,68,28,Beginner,Less_than_3,Endurance,BCAA,Whey_Based,4,3,Regular,-0.5,-0.4,3.2,8.4
Male,25-35,180-190,91,20,Intermediate,3-5_times,Strength_Training,BCAA,Whey_Based,3,2,Regular,0.6,-0.5,5.6,9.9
Male,Under_25,170-180,76,21,Beginner,3-5_times,HIIT,Energy_Drink,Sugar,6,1,Regular,-0.9,-0.2,4.9,8.4
Male,Under_25,Above_190,97,20,Beginner,3-5_times,HIIT,Pre_Workout,Regular,6,3,Regular,0.1,-0.4,9.7,10
Male,25-35,170-180,63,25,Intermediate,More_than_5,HIIT,Creatine,HCL,6,1,Low_Carb,2.4,-0.3,11.3,10
Female,Under_25,180-190,93,29,Beginner,3-5_times,Strength_Training,Whey_Protein,Isolate,3,6,Regular,4.2,-1.4,4.4,10
Male,Under_25,160-170,54,24,Advanced,More_than_5,HIIT,Whey_Protein,Concentrate,5,7,Regular,1.6,-2.3,7.8,10
Male,25-35,170-180,78,20,Intermediate,Less_than_3,Strength_Training,Creatine,Monohydrate,3,6,Low_Carb,3.5,0,6.8,10
Male,Under_25,180-190,75,24,Intermediate,3-5_times,Strength_Training,L_Carnitine,Capsule,6,3,High_Protein,0.5,-2.1,3.4,9.1
Male,Under_25,160-170,74,23,Intermediate,3-5_times,Endurance,Energy_Drink,Sugar_Free,8,2,High_Protein,-0.2,-0.2,2.5,7
Male,25-35,180-190,74,26,Intermediate,Less_than_3,Strength_Training,Whey_Protein,Hydrolyzed,5,6,High_Protein,3.1,-0.9,5.5,10
Male,Under_25,170-180,60,17,Intermediate,Less_than_3,Strength_Training,Whey_Protein,Concentrate,8,7,Vegan,3.3,-1.2,4.5,10
Male,Under_25,170-180,64,14,Advanced,3-5_times,Strength_Training,Whey_Protein,Isolate,7,2,Regular,6,-2.4,6.2,10
Female,Under_25,160-170,72,18,Advanced,3-5_times,Strength_Training,Creatine,Monohydrate,3,1,High_Protein,9.7,0,19.7,10
Male,Under_25,Above_190,84,20,Intermediate,3-5_times,Strength_Training,BCAA,Whey_Based,7,2,Regular,0.7,-0.5,4.1,8.2
Female,Over_35,170-180,61,31,Intermediate,3-5_times,Endurance,BCAA,Whey_Based,8,6,High_Protein,-0.5,-0.5,6.4,9.7
Male,Under_25,180-190,72,13,Intermediate,Less_than_3,Strength_Training,BCAA,Vegan,6,4,High_Protein,0.7,-0.2,4,8.5
Male,25-35,160-170,71,27,Intermediate,3-5_times,Endurance,BCAA,Vegan,8,3,Regular,-0.3,-0.6,4.2,8.9
Male,Under_25,180-190,94,20,Intermediate,Less_than_3,Strength_Training,Creatine,Monohydrate,8,3,Regular,4.6,0,8.2,10
Male,Under_25,170-180,83,22,Beginner,3-5_times,Strength_Training,Fish_Oil,Deep_Sea,3,7,High_Protein,0.1,-0.4,0.7,7
Female,25-35,160-170,59,26,Intermediate,More_than_5,HIIT,Whey_Protein,Isolate,4,5,Regular,1.6,-2.6,8.3,10
Female,25-35,170-180,60,24,Advanced,More_than_5,Strength_Training,BCAA,Vegan,8,2,Regular,0.8,-0.8,9.8,10
Female,25-35,170-180,78,26,Intermediate,3-5_times,Endurance,Creatine,Monohydrate,8,5,Low_Carb,2.1,-0.2,9.3,10
Male,Over_35,170-180,66,22,Beginner,More_than_5,HIIT,Whey_Protein,Hydrolyzed,8,6,High_Protein,0.9,-1.9,7.4,10
Female,25-35,180-190,86,27,Advanced,3-5_times,Flexibility,Pre_Workout,Regular,3,5,Regular,0.3,0,7.9,10
Male,Under_25,160-170,67,16,Intermediate,Less_than_3,Endurance,Whey_Protein,Concentrate,5,4,High_Protein,1.4,-0.5,3.8,9.6
Male,25-35,170-180,60,24,Beginner,3-5_times,HIIT,Whey_Protein,Concentrate,7,1,Regular,0.5,-1.5,4.3,10
Female,Over_35,170-180,76,22,Beginner,3-5_times,Strength_Training,Multivitamin,Standard,6,4,Regular,0.2,0,1.4,7.3
Female,25-35,170-180,80,29,Beginner,Less_than_3,HIIT,Creatine,Monohydrate,3,7,Regular,0.5,0,5.4,10
Male,25-35,150-160,53,26,Intermediate,More_than_5,Strength_Training,Creatine,Monohydrate,4,2,High_Protein,9.2,-0.1,16,10
Female,Under_25,160-170,64,28,Intermediate,3-5_times,Strength_Training,Whey_Protein,Isolate,8,7,Low_Carb,3.4,-1,7.2,10
Male,25-35,170-180,66,21,Intermediate,3-5_times,Endurance,BCAA,Whey_Based,4,1,Regular,-0.3,-0.5,4.9,8.9
Male,25-35,Above_190,107,23,Beginner,Less_than_3,Strength_Training,BCAA,Whey_Based,7,3,Regular,0.3,-0.1,2.4,8.3
Male,25-35,160-170,66,25,Beginner,3-5_times,HIIT,Energy_Drink,Sugar_Free,3,3,High_Protein,-0.3,-0.1,5.2,8.2
Male,25-35,180-190,83,26,Beginner,3-5_times,Strength_Training,Multivitamin,Standard,6,2,High_Protein,0.5,0,2.2,6.2
Female,Under_25,180-190,71,19,Advanced,More_than_5,Strength_Training,BCAA,Whey_Based,4,2,Regular,0.8,-0.9,6.8,8.7
Male,25-35,170-180,79,27,Intermediate,3-5_times,Endurance,Fish_Oil,Algae_DHA,3,3,Low_Carb,-0.2,-1.1,2.3,8.3
Male,25-35,170-180,77,27,Intermediate,More_than_5,HIIT,Energy_Drink,Sugar_Free,5,2,Regular,0,0,7.2,10
Female,25-35,170-180,65,21,Beginner,3-5_times,Strength_Training,Whey_Protein,Concentrate,6,4,Regular,3.3,-1.3,4.4,10
Male,25-35,180-190,78,21,Intermediate,3-5_times,Strength_Training,Creatine,Monohydrate,5,2,High_Protein,6.7,0,13.2,10
Male,25-35,160-170,68,25,Beginner,More_than_5,Strength_Training,Whey_Protein,Isolate,8,7,High_Protein,5.3,-1.6,6.1,10
Male,Under_25,160-170,53,18,Intermediate,3-5_times,Strength_Training,Whey_Protein,Concentrate,8,7,Regular,5.1,-1.9,5.1,10
Male,25-35,180-190,82,15,Intermediate,3-5_times,HIIT,Creatine,Monohydrate,6,7,High_Protein,2.4,-0.1,10.5,10
Male,Under_25,170-180,81,24,Beginner,Less_than_3,Endurance,Creatine,Monohydrate,8,2,Regular,0.8,-0.2,4.5,8.9
Female,25-35,160-170,53,21,Beginner,Less_than_3,Endurance,Whey_Protein,Concentrate,6,5,Low_Carb,0.7,-0.5,2.5,8.1
Female,Under_25,170-180,84,22,Intermediate,3-5_times,Endurance,Whey_Protein,Hydrolyzed,5,5,Regular,1.8,-0.7,6.7,10
Male,Over_35,170-180,62,20,Intermediate,3-5_times,Strength_Training,Whey_Protein,Concentrate,6,6,Regular,4.3,-1.2,8.1,10
Male,Over_35,160-170,55,25,Intermediate,3-5_times,Flexibility,BCAA,Whey_Based,7,4,Regular,0.2,-0.3,3.1,8.5
Male,Under_25,160-170,72,17,Beginner,3-5_times,Strength_Training,Fish_Oil,Deep_Sea,8,3,High_Protein,0,-0.6,1,8
Male,Under_25,160-170,66,12,Intermediate,3-5_times,HIIT,Energy_Drink,Sugar_Free,6,6,Regular,-0.4,0,5.4,9.5
Male,Under_25,170-180,78,18,Advanced,Less_than_3,HIIT,Creatine,HCL,3,6,Regular,1.8,-0.2,9.1,10
Male,25-35,170-180,71,16,Intermediate,3-5_times,Strength_Training,Whey_Protein,Concentrate,4,2,Vegan,5.1,-1.5,4.7,10
Male,Under_25,170-180,70,12,Intermediate,3-5_times,HIIT,Creatine,HCL,5,3,Regular,1.4,-0.2,10.4,10
Female,Under_25,Above_190,90,28,Advanced,3-5_times,Strength_Training,Creatine,Monohydrate,5,1,High_Protein,7.1,0,17.7,10
Male,25-35,170-180,63,15,Beginner,3-5_times,Strength_Training,Whey_Protein,Concentrate,5,5,Regular,3.6,-1.1,5,10
Female,Under_25,160-170,67,27,Intermediate,Less_than_3,HIIT,Energy_Drink,Sugar,5,4,Regular,-0.2,-0.2,5.2,8.4
Female,25-35,170-180,60,23,Advanced,3-5_times,Strength_Training,Whey_Protein,Concentrate,8,3,Regular,6.4,-2.6,8.2,10
Female,Over_35,170-180,74,30,Beginner,3-5_times,Strength_Training,Whey_Protein,Isolate,4,4,Regular,3.2,-0.9,5,10
Male,Under_25,170-180,65,23,Intermediate,3-5_times,Endurance,Fish_Oil,Deep_Sea,6,1,Regular,-0.5,-1.3,3.2,9.1
Male,25-35,170-180,80,25,Beginner,3-5_times,Endurance,BCAA,Whey_Based,8,5,High_Protein,-0.1,-0.2,4.7,8.7
Female,Under_25,Above_190,108,18,Intermediate,Less_than_3,Endurance,BCAA,Whey_Based,8,5,Regular,-0.4,-0.4,3.5,8.9
Female,Under_25,Above_190,90,25,Beginner,More_than_5,Endurance,L_Carnitine,Capsule,6,5,Regular,-0.3,-3.6,7.2,10
Female,Under_25,150-160,63,19,Intermediate,Less_than_3,Strength_Training,Creatine,HCL,3,6,Regular,4.5,0.2,8.9,10
Male,25-35,160-170,65,23,Advanced,Less_than_3,Strength_Training,Multivitamin,Sport_Enhanced,8,1,High_Protein,0.1,0.2,2.9,6.6
Male,Under_25,150-160,52,13,Intermediate,3-5_times,Strength_Training,Multivitamin,Standard,8,5,High_Protein,-0.2,0,3.2,6.2
Female,Under_25,160-170,68,27,Beginner,3-5_times,Flexibility,Whey_Protein,Concentrate,3,3,Regular,1.7,-0.7,2.1,8.5
Female,Under_25,180-190,75,26,Advanced,3-5_times,HIIT,Pre_Workout,Regular,3,3,Regular,-0.4,0,16.6,10
Female,25-35,160-170,69,25,Beginner,3-5_times,Flexibility,Energy_Drink,Sugar_Free,6,6,High_Protein,0.3,-0.1,2.1,8
Male,25-35,170-180,67,26,Beginner,3-5_times,Strength_Training,Creatine,Monohydrate,5,5,Low_Carb,2.8,0,8.4,10
Male,Under_25,180-190,71,15,Beginner,3-5_times,HIIT,Energy_Drink,Sugar_Free,3,4,Low_Carb,-0.5,-0.1,4.3,8.7
Female,25-35,160-170,74,31,Intermediate,Less_than_3,Strength_Training,Fish_Oil,Deep_Sea,5,7,Regular,0.4,-0.5,0.4,8.1
Male,Over_35,160-170,59,19,Intermediate,Less_than_3,HIIT,Multivitamin,Standard,3,6,Low_Carb,-0.2,-0.1,2.9,6.2
Male,Under_25,180-190,92,12,Advanced,3-5_times,HIIT,Whey_Protein,Concentrate,6,7,Regular,1.8,-3,6.3,10
Female,Under_25,170-180,65,26,Advanced,More_than_5,HIIT,Multivitamin,Standard,3,5,Low_Carb,-0.3,-0.3,6.3,7.3
Male,Under_25,170-180,75,24,Beginner,3-5_times,Strength_Training,Creatine,Monohydrate,8,3,Vegan,4,0,9.2,10
Male,25-35,160-170,58,24,Intermediate,3-5_times,Strength_Training,Energy_Drink,Sugar,4,2,Regular,0.6,0,5.8,9.9
Female,25-35,180-190,84,22,Intermediate,More_than_5,HIIT,Whey_Protein,Concentrate,8,2,Regular,3.3,-2.7,8.2,10
Male,25-35,170-180,64,24,Intermediate,3-5_times,Flexibility,L_Carnitine,Liquid,3,3,Regular,0.4,-2.1,2.3,7.8
Male,25-35,160-170,55,26,Intermediate,More_than_5,Endurance,Pre_Workout,Caffeine_Free,3,3,Low_Carb,-0.3,-0.2,16.6,10
Female,Over_35,150-160,54,34,Intermediate,3-5_times,HIIT,Creatine,Monohydrate,6,3,High_Protein,1.5,-0.1,12.1,10
Female,Over_35,170-180,65,27,Intermediate,3-5_times,Flexibility,Whey_Protein,Concentrate,4,4,Regular,1.5,-0.7,3.3,8.8
Female,Under_25,160-170,66,27,Advanced,3-5_times,Strength_Training,Whey_Protein,Isolate,3,3,Regular,6.1,-2.6,9.4,10
Male,Under_25,160-170,74,21,Advanced,More_than_5,Strength_Training,Creatine,Monohydrate,3,1,Vegan,8.2,0,18.4,10
Male,Under_25,170-180,71,16,Intermediate,Less_than_3,HIIT,Creatine,Monohydrate,3,6,Regular,1,-0.1,8.6,10
Female,Under_25,180-190,80,27,Intermediate,Less_than_3,Strength_Training,Whey_Protein,Concentrate,7,4,Regular,3.5,-1.2,5,10
Male,Over_35,170-180,83,24,Advanced,3-5_times,HIIT,Whey_Protein,Concentrate,8,4,Low_Carb,2,-1,8.9,10
Male,Under_25,180-190,79,19,Intermediate,More_than_5,Strength_Training,Creatine,Monohydrate,6,1,Regular,9.9,0,14.2,10
Male,25-35,170-180,65,17,Beginner,3-5_times,Strength_Training,Whey_Protein,Concentrate,4,3,Regular,3.5,-1.6,5.1,10
Male,Under_25,180-190,85,13,Advanced,Less_than_3,Endurance,Pre_Workout,Regular,6,5,Regular,-0.2,-0.1,10.2,10
Male,25-35,180-190,86,23,Intermediate,Less_than_3,Strength_Training,BCAA,Whey_Based,7,3,Regular,0.5,0,2.8,7.3
Female,25-35,170-180,62,30,Intermediate,Less_than_3,HIIT,Energy_Drink,Sugar,3,2,High_Protein,-0.3,-0.2,3.7,7.5
Male,Under_25,150-160,64,23,Beginner,3-5_times,HIIT,Fish_Oil,Deep_Sea,3,7,Regular,-0.4,-0.8,1.7,8.5
Male,25-35,150-160,57,15,Beginner,3-5_times,Strength_Training,Whey_Protein,Isolate,5,1,Low_Carb,2.1,-0.6,5.2,10
Male,25-35,180-190,84,24,Intermediate,Less_than_3,Strength_Training,Whey_Protein,Isolate,4,3,Vegan,3.1,-0.8,5.1,10
Male,Under_25,170-180,73,12,Beginner,3-5_times,Strength_Training,Creatine,Monohydrate,4,4,Regular,3.9,0,9.8,10
Female,25-35,Above_190,105,20,Beginner,Less_than_3,Strength_Training,Multivitamin,Sport_Enhanced,4,1,High_Protein,0.4,0,1.8,6.3
Female,Under_25,170-180,81,28,Beginner,More_than_5,HIIT,Energy_Drink,Sugar_Free,5,4,Regular,-0.3,-0.1,4.4,8.2
Female,Under_25,160-170,71,18,Beginner,More_than_5,HIIT,BCAA,Whey_Based,6,7,High_Protein,-0.4,-0.5,6.1,9.8
Male,Under_25,170-180,71,23,Intermediate,3-5_times,Strength_Training,BCAA,Whey_Based,8,2,Regular,0.5,-0.2,5.7,9.7
Female,25-35,170-180,78,27,Beginner,Less_than_3,Strength_Training,Creatine,Monohydrate,8,2,Low_Carb,3,0.1,7,10
Male,Under_25,170-180,67,20,Intermediate,Less_than_3,Strength_Training,BCAA,Whey_Based,6,5,Vegan,0.3,-0.3,3.2,9
Male,Under_25,150-160,63,17,Advanced,Less_than_3,Endurance,BCAA,Whey_Based,3,3,High_Protein,0,-0.6,4.8,8.5
Male,25-35,180-190,91,23,Intermediate,More_than_5,Strength_Training,Whey_Protein,Hydrolyzed,5,4,Regular,5,-2.8,8.6,10
Male,25-35,180-190,86,19,Advanced,Less_than_3,Endurance,Energy_Drink,Sugar_Free,4,5,Vegan,-0.6,-0.2,1.4,7.2
Female,Over_35,170-180,65,31,Beginner,3-5_times,Strength_Training,Creatine,Monohydrate,6,5,Regular,4.4,-0.1,8.9,10
Male,Under_25,180-190,89,19,Intermediate,Less_than_3,HIIT,BCAA,Whey_Based,5,1,Regular,-0.1,-0.6,3.7,7.9
Female,Over_35,170-180,82,34,Advanced,More_than_5,Strength_Training,Whey_Protein,Concentrate,3,5,High_Protein,8.3,-2.5,14.5,10
Female,Over_35,160-170,54,29,Beginner,3-5_times,Endurance,Whey_Protein,Concentrate,3,2,High_Protein,1,-1,5,10
Male,Under_25,160-170,67,23,Intermediate,3-5_times,HIIT,Whey_Protein,Concentrate,5,1,Regular,2.2,-1.7,4.9,9.5
Male,Under_25,160-170,62,13,Intermediate,3-5_times,HIIT,Creatine,Monohydrate,8,7,High_Protein,1.6,-0.2,11.4,10
